id,comentario,clasificación
302,Es muy mala no me deja entrar al aplicativo,
303,siempre para en mantenimiento esta xkeria,
304,"Antes la App se cerraba solo por inactividad en 1 min, ahora ya no ocurre, esto es muy peligroso ante robos.",
305,pésimo,
306,pésima fatal la aplicación se sierra y no puedo hacer ningún movimeto,
307,no funciona mi app de BCP,
308,"ya va ser un mes que no puedo abrir el aplicativo ya intenté hacer con lo que me indicaron pero aún no se puede. porfavor necesito ver mis movimientos pero ya no se q hacer actualice, desinstale y nada.",
309,No me deja hacer mis depósitos. Esta app está mal. Ya la actualicé. No tengo restricciones en la cuenta y aun así me dice:se produjo error.,
310,"sigue fallando la aplicación, y no hay cuando lo solucionen",
311,antes funcionaba bien pero ahora ingresas y se sale de la aplicación,
312,Cuando trato de abrir la app BCP no habré lo eh vuelto instalar y sigue lo mismo no puedo ver mis operaciones,
313,"hace más de 1 mes y medio que no puedo ingresar a la app, celular actualizado,app de play store y nada, no dan una respuesta precisa del error pues sus ingenieros de sistemas no determinan el error hasta ahora.....pésimo servicio.",
314,mala,
315,la pagina no funciona no se que ha pasado,
316,"tengo problemas con la app como una semana nunca llega el codigo de seguridad , aclara que ya e echo llegar mi problema al watsapp de bcp por llamada mediante un asesor me han ingresado mi reclamo ,e intentado por todos lados me acerque al banco presencialmente y no me dieron solución tampoco pésimo ya ingrese al fan page bcp por Facebook ya hice la consulta por absolutamente todos los medios,y no me dan Solución!",
317,muy bueno,
318,malisima no me abre mejorar por favor,
319,"No me deja ingresar a la app , me deja poner contraseña y se sale de la aplicación , tengo ese problema hace más de un mes fui al banco y solo me dicen que actualice pero nada",
320,"Desde hace un mes que la app presenta problemas, reinstalo la aplicación, me funciona una vez y luego nunca más, ahora quiero instalar la app y me sale: ""Datos recientes de dispositivos similares muestran que está app podría dejar de funcionar en tu dispositivo"".",
321,eata fallando no puedo abrir el apps,
322,se desconecta a cada rato y para teniendo fallas,
323,"Estado dos horas tratando de hacerme un auto depósito URGENTE a mi cuenta del banco SAGA FALABELLA y por ningún lugar de esta app pude hacerme este depósito,tengo las capturas como prueba,es indignante está situación ,ahora tendré que pagar penalidad por esta negligencia de este sistema,espero que esté banco me pague está penalidad,por este error del sistema. buenas noches.",
324,esta bien 👍,
325,"no me aparecen notificaciones para nada en mi cuenta digital de BCP , desinstalo y volví a instalar y nda , y me pide la última actualización espero respuesta gracias",
326,bloquea tarjetas por falla del aplicativo,
327,Bcp cada vez esta peor ya lo deben quitar del país no me deja hacer mis funciones diarias no se por que confíe en este banco 🏦,
328,"No funciona fallas en la aplicación no quiere abrir en mi celular, hasta ahora no solucionan falla con el aplicativo banca móvil han pasado más de dos meses y no funciona en algunos celulares 📱 😔",
329,que pasa con la app tengo que estar reiniciando el cel para poder usarla por favor solucionar...,
330,Xq no puedo ingresar ami app del banco y ver mis movimientos,
331,es una lastima y vergüenza q el banco más grande del Perú con sede en otros países no de solución a sus fallas en su app y su nro de wasapp sea una misma vaina ...cuando piensan dar solución a su app,
332,me decepciona BCP con los creditos por eso mañana no más BCP es lo último q hago grasias por nada,
333,muy mala actuación no puedo entrar a tengo que reiniciar mi celular para poder entrar es pésima,
334,intento varias veces ingresar a la banca móvil y no me permite y esto es muy molesto.,
335,buena,
336,la aplicación no funciona hace ya un tiempo,
337,"Esta última actualización es un desastre, no puedo revisar mis cuentas y dar seguimiento a mis gastos, ya no puede ver todas mis cuentas en solo lugar, es poco práctica y incómodo tratar con la interfaces de la App! que haga actualizaciones sin cambiar la organización de la interfaces de la App BCP.",
338,esta muy lento,
339,se cuelga a cada rato,
340,"no tenía ningún problema con BCP asta que me di cuenta que la app está fallando,se pone en blanco después que pago algo,y no me sale el baucher se demora en cargar y debo cerrar la app y abrir pero no me sale ya el nombre de la persona,pero si se cobra y eso es un problema. Y esta actualizado.",
341,"El aplicativo no funciona desde hace ya 2 meses, llegué a actualizar reinicie todo y nada simplemente sale q ocurrió un problema o desaparece el aplicativo, ayuda por favor 🥹🥹",
342,siempre para fallando cuando uno mal lo necesita,
343,la aplicación más de un dos meses que no funciona ya se actualizo lo volví a instalar y nada que puedo ingresar simplemente sale que la app sigue fallando ... y eso dificulta hacer las transferencias necesarias ...,
344,"No me permite abrir mi banca Móvil, se cierra solo automáticamente.",
345,"la app abre bien pero al momento de poner la contraseña de 6 dígitos no lo lee ,voy a banca por internet y ahi da bien ,eso que lo intente 2 veces porque la 3ra se bloquea el plástico,y lo peor no es esl , después de que da no llega el número de verificación al teléfono no al correo parece como si se extraviera en algún lugar o no lo genere o mande ,esto ya me paso 2 VECES y estoy con celular nuevo ,raraso ,no valla a ser como Interbank y su fuga de datos del 2024 ,arreglen eso programadores",
346,se congela y no quiere abrir la app. y no resuelven el problema,
347,ya lleva casi un mes con el mismo error que no te deja ver los movimientos de tu tarjeta de crédito hasta ahora no lo soluciona,
348,"le pongo 2 estrellas porque de hace un tiempo la app se cierra sola al igual que yape, yo no sé si es mi celular o las aplicaciones",
349,"hace un mes que no funciona la app, se cierra automáticamente y aparece un error, ya son varios usuarios reportando el error y BCP no da solución. Pésimo.",
350,La aplicación no funciona cuando actualizas tú token digital vencido por favor mejorar,
351,"No sirve, tediosa, llena de errores, no puedo hacer ni una simple transferencia. Lo único bueno que tiene BCP es Yape",
352,"La app sigue sin funcionar en mi dispositivo Motorola, incluso fui al banco hace un mes a preguntar pero no dan solución posible de este problema.",
353,"NO PUEDO INSTALAR LA BANCA MOVIL EN MI CELULAR, ME PUEDEN AYUDAR",
354,no carga el app y no permite instalar. deberían actualizar su sistema. mucho que desear.,
355,da coraje cuando quieres haces transferencias continuamente y uno está apurado y tienes que esperar muchísimos segundos para que actualice el token digital. saquen eso!,
356,"La nueva actualización 5.1.2 no sirve, todavía no me permite ingresar a la aplicación",
357,actualización o destrucción de la app fue .. no se puede ingresar,
358,Muy mala aplicacion porque me sale varias veces error ocurrio algo inesperado.,
359,"Buenos días, no me deja configurar (Activar o Desactivar) Compras por Internet. Espero puedan solucionarlo, y el funcionaba bien...ahora cuando la activo para hacer mis compras, me sale en letras rojas que a ocurrido un error....!!!! Espero lo solucionen, Gracias",
360,"pésimo servicio y aplicación pésima, muy difícil para ver los movimientos de los pagos y el saldo de mi cuenta. 0 de 10",
361,La aplicación falla no se puede abrir,
362,No se puede descargar,
363,para que funcione hay que reinstalar y solo funciona una vez luego lo mismo reinstalar ...,
364,"pésima experiencia, se cuelga y no hay como pagar ni por yape ni la plataforma por internet",
365,"El app no funciona no permite entrar, te salta un mensaje de error y te bota, pésimo servicio",
366,la aplicación está fallando desde hace un mes,
367,muy mal mi aplicativo no abre hace más de 3 semanas y no puedo seguir asi,
368,"El apartado de Quore no carga, si dentro de la app ponen consultas de descuento y falla mejor hagan otra app aparte que si funcione.",
369,si uno pide estado de cuenta de algún mes es para acordarse a quien envío tal dinero pero si mandan un estado de cuenta q no sale nada así no tiene chiste no soy adivina no tengo una bolita mágica para adivinar a quien mande esa transferencia entonces como puedo saber digamme si no sale nada,
370,"0 estrellas, no se puede ingresar al aplicativo",
371,pésimo,
372,"hace un tiempo vengo notando que el precio de la compra en dólares es diferentes de otras personas. escogen como vender a cada cliente o que?, yo usualmente compro pero me parece un abuso esa diferencia.",
373,La opción para sacar token digital por foto no sirve solo se que indicando acerca tu rostro a la cámara más nunca saca la foto esto ya esta desde febrero de este año y nunca viene una actualización de esta app,
374,PÉSIMO SERVICIO! ARREGLEN SU APP QUE NO NOS DEJA INGRESAR. DIJERON QUE HABÍA UN PROBLEMA DE COMPATIBILIDAD CON DISPOSITIVOS MOTOROLA QUE ARREGLARÍAN PARA EL 31 DE MAYO. YA ES 20 DE JUNIO Y NADA!!! COMO ES POSIBLEEEEE!! 👎👎👎,
375,desde hace mucho tiempo estoy igual instalo el aplicativo y abre una vez y luego ya no vuelve a abrir nunca más,
376,hace tiempo intento instalar el App y hasta ahora tengo inconvenientes.,
377,requiero hacer una transferencia y se demora en recepcionar numeros se congela y no da ni para adelante ni para atrás igual espere,
378,"No funciona bien el Qore, si antes era pésimo el sistema de beneficios BCP ahora es paupérrimo",
379,qore no funciona,
380,porque no puedo contar con esta aplicación en mi movil,
381,"hace 1 mes que no puedo visualizar la app en mi celular, he actualizado y sigue igual, tengo que ingresar a play store y por ahi recien buscar la app y abrirlo..",
382,se crashea al entrar ala aplicación,
383,"No me llegan las notificaciones como antes si depositaban o cosas por el estilo, ahora último para pedir mi tarjeta de crédito me piden una notificación de código de seguridad pero la aplicación aunque este ""actualizada"" y todo aquello no envía nada.",
384,"pésimo , cambié con una tarjeta nueva y no se puede activar, estoy pensando cambiar de banco",
385,"Desde hace un tiempo, la app presenta problemas para ingresar. He actualizado la aplicación, la he vuelto a instalar y aún así nada.",
386,"desinstale y volví a instalar la aplicación y ahora la aplicación no me envía las notificaciones cuando alguien me hace un depósito, tengo los permisos activos y nada. arreglen eso porfavor",
387,"la versión anterior era más amigable, ahora mucha publicidad, las funciones quedaron muy alejadas. No entiendo, hay cambios para malograr lo que funcionaba bien.",
388,Cada vez que entro al App desinstalar ... se volvió terrible este App,
389,la última actualización no abre en mi celular,
390,No funciona el app.,
